"typeID","typeName","categoryID","categoryName","groupID","groupName","primaryIndex","subIndex"
32442,"Mjolnir XL Cruise Missile",8,"Charge",1019,"XL Cruise Missile","Consumer Price Index","Ammo"
32440,"Inferno XL Cruise Missile",8,"Charge",1019,"XL Cruise Missile","Consumer Price Index","Ammo"
32438,"Nova XL Cruise Missile",8,"Charge",1019,"XL Cruise Missile","Consumer Price Index","Ammo"
32436,"Scourge XL Cruise Missile",8,"Charge",1019,"XL Cruise Missile","Consumer Price Index","Ammo"
41336,"Aurora XL",8,"Charge",374,"Advanced Beam Laser Crystal","Consumer Price Index","Ammo"
41334,"Gleam XL",8,"Charge",374,"Advanced Beam Laser Crystal","Consumer Price Index","Ammo"
41332,"Conflagration XL",8,"Charge",375,"Advanced Pulse Laser Crystal","Consumer Price Index","Ammo"
41330,"Scorch XL",8,"Charge",375,"Advanced Pulse Laser Crystal","Consumer Price Index","Ammo"
41328,"Spike XL",8,"Charge",373,"Advanced Railgun Charge","Consumer Price Index","Ammo"
41326,"Javelin XL",8,"Charge",373,"Advanced Railgun Charge","Consumer Price Index","Ammo"
41324,"Null XL",8,"Charge",377,"Advanced Blaster Charge","Consumer Price Index","Ammo"
41322,"Void XL",8,"Charge",377,"Advanced Blaster Charge","Consumer Price Index","Ammo"
41320,"Quake XL",8,"Charge",376,"Advanced Artillery Ammo","Consumer Price Index","Ammo"
41318,"Tremor XL",8,"Charge",376,"Advanced Artillery Ammo","Consumer Price Index","Ammo"
41316,"Barrage XL",8,"Charge",372,"Advanced Autocannon Ammo","Consumer Price Index","Ammo"
41314,"Hail XL",8,"Charge",372,"Advanced Autocannon Ammo","Consumer Price Index","Ammo"
41299,"Mjolnir Fury XL Cruise Missile",8,"Charge",1678,"Advanced XL Cruise Missile","Consumer Price Index","Ammo"
21422,"Dread Guristas Lead Charge L",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21420,"Dread Guristas Iridium Charge L",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21418,"Dread Guristas Tungsten Charge L",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21416,"Dread Guristas Iron Charge L",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21414,"Dread Guristas Antimatter Charge M",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21412,"Dread Guristas Plutonium Charge M",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21410,"Dread Guristas Uranium Charge M",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21408,"Dread Guristas Thorium Charge M",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21406,"Dread Guristas Lead Charge M",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21404,"Dread Guristas Iridium Charge M",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21402,"Dread Guristas Tungsten Charge M",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21400,"Dread Guristas Iron Charge M",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21398,"Dread Guristas Antimatter Charge S",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21396,"Dread Guristas Plutonium Charge S",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21394,"Dread Guristas Uranium Charge S",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21392,"Dread Guristas Thorium Charge S",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21390,"Dread Guristas Lead Charge S",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21388,"Dread Guristas Iridium Charge S",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21386,"Dread Guristas Tungsten Charge S",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21384,"Dread Guristas Iron Charge S",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21382,"Guristas Uranium Charge XL",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21380,"Guristas Tungsten Charge XL",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21378,"Guristas Thorium Charge XL",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21376,"Guristas Plutonium Charge XL",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21374,"Guristas Lead Charge XL",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21372,"Guristas Iron Charge XL",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21370,"Guristas Iridium Charge XL",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21368,"Guristas Antimatter Charge XL",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21366,"Guristas Antimatter Charge L",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21364,"Guristas Plutonium Charge L",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21362,"Guristas Uranium Charge L",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21360,"Guristas Thorium Charge L",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21358,"Guristas Lead Charge L",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21356,"Guristas Iridium Charge L",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21354,"Guristas Tungsten Charge L",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21352,"Guristas Iron Charge L",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21350,"Guristas Antimatter Charge M",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21348,"Guristas Plutonium Charge M",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21346,"Guristas Uranium Charge M",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21344,"Guristas Thorium Charge M",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21342,"Guristas Lead Charge M",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21340,"Guristas Iridium Charge M",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21338,"Guristas Tungsten Charge M",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21336,"Guristas Iron Charge M",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21334,"Guristas Antimatter Charge S",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21332,"Guristas Plutonium Charge S",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21330,"Guristas Uranium Charge S",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21328,"Guristas Thorium Charge S",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21326,"Guristas Lead Charge S",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21324,"Guristas Iridium Charge S",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21322,"Guristas Tungsten Charge S",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21320,"Guristas Iron Charge S",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21318,"Dark Blood Multifrequency XL",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21316,"Dark Blood Gamma XL",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21314,"Dark Blood Xray XL",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21312,"Dark Blood Ultraviolet XL",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21310,"Dark Blood Standard XL",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21308,"Dark Blood Infrared XL",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21306,"Dark Blood Microwave XL",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21304,"Dark Blood Radio XL",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21302,"Dark Blood Multifrequency L",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21300,"Dark Blood Gamma L",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
20819,"Sanshas Xray S",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
20817,"Sanshas Ultraviolet S",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
20815,"Domination Titanium Sabot XL",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20813,"Domination Proton XL",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20811,"Domination Phased Plasma XL",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20809,"Domination Nuclear XL",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20807,"Domination Fusion XL",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20805,"Domination EMP XL",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20803,"Domination Depleted Uranium XL",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20801,"Domination Carbonized Lead XL",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20799,"Domination EMP L",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20797,"Domination Phased Plasma L",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20795,"Domination Fusion L",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20793,"Domination Titanium Sabot L",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20791,"Domination Depleted Uranium L",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20789,"Domination Proton L",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20787,"Domination Nuclear L",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20785,"Domination Carbonized Lead L",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20783,"Domination EMP M",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20781,"Domination Phased Plasma M",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20779,"Domination Fusion M",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20777,"Domination Titanium Sabot M",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20775,"Domination Depleted Uranium M",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20773,"Domination Proton M",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20771,"Domination Nuclear M",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20769,"Domination Carbonized Lead M",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20767,"Domination EMP S",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20765,"Domination Phased Plasma S",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20763,"Domination Fusion S",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20761,"Domination Titanium Sabot S",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20759,"Domination Depleted Uranium S",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20757,"Domination Proton S",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20755,"Domination Nuclear S",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20753,"Domination Carbonized Lead S",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20751,"Arch Angel Titanium Sabot XL",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20749,"Arch Angel Proton XL",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20747,"Arch Angel Phased Plasma XL",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20745,"Arch Angel Nuclear XL",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20743,"Arch Angel Fusion XL",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20741,"Arch Angel EMP XL",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20739,"Arch Angel Depleted Uranium XL",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20737,"Arch Angel Carbonized Lead XL",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20735,"Arch Angel EMP L",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20733,"Arch Angel Phased Plasma L",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20731,"Arch Angel Fusion L",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20729,"Arch Angel Titanium Sabot L",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20727,"Arch Angel Depleted Uranium L",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20725,"Arch Angel Proton L",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20723,"Arch Angel Nuclear L",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
20721,"Arch Angel Carbonized Lead L",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
21450,"Blood Radio M",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21446,"Dread Guristas Uranium Charge XL",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21444,"Dread Guristas Tungsten Charge XL",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21442,"Dread Guristas Thorium Charge XL",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21440,"Dread Guristas Plutonium Charge XL",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21438,"Dread Guristas Lead Charge XL",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21436,"Dread Guristas Iron Charge XL",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21434,"Dread Guristas Iridium Charge XL",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21432,"Dread Guristas Antimatter Charge XL",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21430,"Dread Guristas Antimatter Charge L",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21428,"Dread Guristas Plutonium Charge L",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21426,"Dread Guristas Uranium Charge L",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21424,"Dread Guristas Thorium Charge L",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21920,"Republic Fleet Phased Plasma XL",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
21918,"Republic Fleet Phased Plasma L",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
21916,"Republic Fleet Nuclear XL",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
21914,"Republic Fleet Nuclear S",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
21912,"Republic Fleet Nuclear M",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
21910,"Republic Fleet Nuclear L",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
21908,"Republic Fleet Fusion XL",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
21906,"Republic Fleet Fusion S",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
21904,"Republic Fleet Fusion M",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
21902,"Republic Fleet Fusion L",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
21900,"Republic Fleet EMP XL",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
21898,"Republic Fleet EMP S",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
21896,"Republic Fleet EMP M",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
21894,"Republic Fleet EMP L",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
21867,"Nova Heavy Assault Missile",8,"Charge",772,"Heavy Assault Missile","Consumer Price Index","Ammo"
21740,"Caldari Navy Antimatter Charge L",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
23119,"Imperial Navy Radio L",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
23117,"Imperial Navy Microwave L",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
23115,"Imperial Navy Infrared L",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
23113,"Imperial Navy Standard L",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
23111,"Imperial Navy Ultraviolet L",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
23109,"Imperial Navy Xray L",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
23107,"Imperial Navy Gamma L",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
23105,"Imperial Navy Multifrequency L",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
23103,"Imperial Navy Radio M",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
23101,"Imperial Navy Microwave M",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
23099,"Imperial Navy Infrared M",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
23097,"Imperial Navy Standard M",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
23095,"Imperial Navy Ultraviolet M",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
23093,"Imperial Navy Xray M",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
23091,"Imperial Navy Gamma M",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
23089,"Imperial Navy Multifrequency M",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
23085,"Imperial Navy Radio S",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
23083,"Imperial Navy Microwave S",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
23081,"Imperial Navy Infrared S",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
23079,"Imperial Navy Standard S",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
23077,"Imperial Navy Ultraviolet S",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
23075,"Imperial Navy Xray S",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
23073,"Imperial Navy Gamma S",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
23071,"Imperial Navy Multifrequency S",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
23053,"Caldari Navy Iron Charge L",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
23051,"Caldari Navy Tungsten Charge L",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
23049,"Caldari Navy Iridium Charge L",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
23047,"Caldari Navy Lead Charge L",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
23045,"Caldari Navy Thorium Charge L",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
23043,"Caldari Navy Uranium Charge L",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
23041,"Caldari Navy Plutonium Charge L",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
23039,"Caldari Navy Iron Charge M",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
23037,"Caldari Navy Tungsten Charge M",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
23035,"Caldari Navy Iridium Charge M",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
23033,"Caldari Navy Lead Charge M",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
23031,"Caldari Navy Thorium Charge M",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
23029,"Caldari Navy Uranium Charge M",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
23027,"Caldari Navy Plutonium Charge M",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
23025,"Caldari Navy Antimatter Charge M",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
23023,"Caldari Navy Iron Charge S",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
23021,"Caldari Navy Tungsten Charge S",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
23019,"Caldari Navy Iridium Charge S",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
23017,"Caldari Navy Lead Charge S",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
23015,"Caldari Navy Thorium Charge S",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
23013,"Caldari Navy Uranium Charge S",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
23011,"Caldari Navy Plutonium Charge S",8,"Charge",85,"Hybrid Charge","Consumer Price Index","Ammo"
21298,"Dark Blood Xray L",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21296,"Dark Blood Ultraviolet L",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21294,"Dark Blood Standard L",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21292,"Dark Blood Infrared L",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21290,"Dark Blood Microwave L",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21288,"Dark Blood Radio L",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21286,"Dark Blood Multifrequency M",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21284,"Dark Blood Gamma M",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21282,"Dark Blood Xray M",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21280,"Dark Blood Ultraviolet M",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21278,"Dark Blood Standard M",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21276,"Dark Blood Infrared M",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21274,"Dark Blood Microwave M",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21272,"Dark Blood Radio M",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21270,"Dark Blood Multifrequency S",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21268,"Dark Blood Gamma S",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21266,"Dark Blood Xray S",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21264,"Dark Blood Ultraviolet S",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21262,"Dark Blood Standard S",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21260,"Dark Blood Infrared S",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21258,"Dark Blood Microwave S",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21256,"Dark Blood Radio S",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21254,"Blood Multifrequency XL",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21252,"Blood Gamma XL",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21250,"Blood Xray XL",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21248,"Blood Ultraviolet XL",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21246,"Blood Standard XL",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21244,"Blood Infrared XL",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21242,"Blood Microwave XL",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21240,"Blood Radio XL",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21238,"Blood Multifrequency L",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21236,"Blood Gamma L",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21234,"Blood Xray L",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21232,"Blood Ultraviolet L",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21230,"Blood Standard L",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21228,"Blood Infrared L",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21226,"Blood Microwave L",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21224,"Blood Radio L",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21222,"Blood Multifrequency M",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21220,"Blood Gamma M",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21218,"Blood Xray M",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21216,"Blood Ultraviolet M",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21214,"Blood Standard M",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21212,"Blood Infrared M",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21210,"Blood Microwave M",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21208,"Blood Multifrequency S",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21206,"Blood Gamma S",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21204,"Blood Xray S",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21202,"Blood Ultraviolet S",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21200,"Blood Standard S",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21198,"Blood Infrared S",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21196,"Blood Microwave S",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21194,"Blood Radio S",8,"Charge",86,"Frequency Crystal","Consumer Price Index","Ammo"
21941,"Republic Fleet Titanium Sabot XL",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
21939,"Republic Fleet Titanium Sabot S",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
21937,"Republic Fleet Titanium Sabot M",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
21935,"Republic Fleet Titanium Sabot L",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
21933,"Republic Fleet Proton XL",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
21931,"Republic Fleet Proton S",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
21928,"Republic Fleet Proton M",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
21926,"Republic Fleet Proton L",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
21924,"Republic Fleet Phased Plasma S",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
21922,"Republic Fleet Phased Plasma M",8,"Charge",83,"Projectile Ammo","Consumer Price Index","Ammo"
27150,"Inherent Implants 'Highwall' Mining Upgrades MU-1005",20,"Implant",1229,"Cyber Resource Processing","Consumer Price Index","Implants"
27149,"Inherent Implants 'Highwall' Mining Upgrades MU-1003",20,"Implant",1229,"Cyber Resource Processing","Consumer Price Index","Implants"
27148,"Eifyr and Co. 'Alchemist' Biology BY-810",20,"Implant",1231,"Cyber Biology","Consumer Price Index","Implants"
27147,"Eifyr and Co. 'Alchemist' Biology BY-805",20,"Implant",1231,"Cyber Biology","Consumer Price Index","Implants"
